date,n,k,d,c,ccw,lambda,error_combined,dominance_case,color,weather_weight,atmospheric_weight
2024-05-20,3,2,6,0.1,0.1,0.5,0.148958,weather_dominates,blue,0.9,0.1
2024-05-20,3,2,6,0.2,0.2,0.5,0.152083,weather_dominates,blue,0.8,0.2
2024-05-20,3,2,6,0.3,0.3,0.5,0.155208,hybrid,purple,0.7,0.3
2024-05-20,3,2,6,0.4,0.4,0.5,0.158333,hybrid,purple,0.6,0.4
2024-05-20,3,2,6,0.5,0.5,0.5,0.161458,hybrid,purple,0.5,0.5
2024-05-20,3,2,6,0.6,0.6,0.5,0.164583,hybrid,purple,0.4,0.6
2024-05-20,3,2,6,0.7,0.7,0.5,0.167708,hybrid,purple,0.3,0.7
2024-05-20,3,2,6,0.8,0.8,0.5,0.170833,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,2,6,0.9,0.9,0.5,0.173958,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,2,6,1.0,1.0,0.5,0.177083,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,2,7,0.0,0.0,0.5,0.151667,weather_dominates,blue,1.0,0.0
2024-05-20,3,2,7,0.1,0.1,0.5,0.154917,weather_dominates,blue,0.9,0.1
2024-05-20,3,2,7,0.2,0.2,0.5,0.158167,weather_dominates,blue,0.8,0.2
2024-05-20,3,2,7,0.3,0.3,0.5,0.161417,hybrid,purple,0.7,0.3
2024-05-20,3,2,7,0.4,0.4,0.5,0.164667,hybrid,purple,0.6,0.4
2024-05-20,3,2,7,0.5,0.5,0.5,0.167917,hybrid,purple,0.5,0.5
2024-05-20,3,2,7,0.6,0.6,0.5,0.171167,hybrid,purple,0.4,0.6
2024-05-20,3,2,7,0.7,0.7,0.5,0.174417,hybrid,purple,0.3,0.7
2024-05-20,3,2,7,0.8,0.8,0.5,0.177667,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,2,7,0.9,0.9,0.5,0.180917,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,2,7,1.0,1.0,0.5,0.184167,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,3,1,0.0,0.0,0.5,0.137037,weather_dominates,blue,1.0,0.0
2024-05-20,3,3,1,0.1,0.1,0.5,0.138519,weather_dominates,blue,0.9,0.1
2024-05-20,3,3,1,0.2,0.2,0.5,0.14,weather_dominates,blue,0.8,0.2
2024-05-20,3,3,1,0.3,0.3,0.5,0.141481,hybrid,purple,0.7,0.3
2024-05-20,3,3,1,0.4,0.4,0.5,0.142963,hybrid,purple,0.6,0.4
2024-05-20,3,3,1,0.5,0.5,0.5,0.144444,hybrid,purple,0.5,0.5
2024-05-20,3,3,1,0.6,0.6,0.5,0.145926,hybrid,purple,0.4,0.6
2024-05-20,3,3,1,0.7,0.7,0.5,0.147407,hybrid,purple,0.3,0.7
2024-05-20,3,3,1,0.8,0.8,0.5,0.148889,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,3,1,0.9,0.9,0.5,0.15037,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,3,1,1.0,1.0,0.5,0.151852,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,3,2,0.0,0.0,0.5,0.143889,weather_dominates,blue,1.0,0.0
2024-05-20,3,3,2,0.1,0.1,0.5,0.145444,weather_dominates,blue,0.9,0.1
2024-05-20,3,3,2,0.2,0.2,0.5,0.147,weather_dominates,blue,0.8,0.2
2024-05-20,3,3,2,0.3,0.3,0.5,0.148556,hybrid,purple,0.7,0.3
2024-05-20,3,3,2,0.4,0.4,0.5,0.150111,hybrid,purple,0.6,0.4
2024-05-20,3,3,2,0.5,0.5,0.5,0.151667,hybrid,purple,0.5,0.5
2024-05-20,3,3,2,0.6,0.6,0.5,0.153222,hybrid,purple,0.4,0.6
2024-05-20,3,3,2,0.7,0.7,0.5,0.154778,hybrid,purple,0.3,0.7
2024-05-20,3,3,2,0.8,0.8,0.5,0.156333,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,3,2,0.9,0.9,0.5,0.157889,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,3,2,1.0,1.0,0.5,0.159444,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,3,3,0.0,0.0,0.5,0.150741,weather_dominates,blue,1.0,0.0
2024-05-20,3,3,3,0.1,0.1,0.5,0.15237,weather_dominates,blue,0.9,0.1
2024-05-20,3,3,3,0.2,0.2,0.5,0.154,weather_dominates,blue,0.8,0.2
2024-05-20,3,3,3,0.3,0.3,0.5,0.15563,hybrid,purple,0.7,0.3
2024-05-20,3,3,3,0.4,0.4,0.5,0.157259,hybrid,purple,0.6,0.4
2024-05-20,3,3,3,0.5,0.5,0.5,0.158889,hybrid,purple,0.5,0.5
2024-05-20,3,3,3,0.6,0.6,0.5,0.160519,hybrid,purple,0.4,0.6
2024-05-20,3,3,3,0.7,0.7,0.5,0.162148,hybrid,purple,0.3,0.7
2024-05-20,3,3,3,0.8,0.8,0.5,0.163778,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,3,3,0.9,0.9,0.5,0.165407,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,3,3,1.0,1.0,0.5,0.167037,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,3,4,0.0,0.0,0.5,0.157593,weather_dominates,blue,1.0,0.0
2024-05-20,3,3,4,0.1,0.1,0.5,0.159296,weather_dominates,blue,0.9,0.1
2024-05-20,3,3,4,0.2,0.2,0.5,0.161,weather_dominates,blue,0.8,0.2
2024-05-20,3,3,4,0.3,0.3,0.5,0.162704,hybrid,purple,0.7,0.3
2024-05-20,3,3,4,0.4,0.4,0.5,0.164407,hybrid,purple,0.6,0.4
2024-05-20,3,3,4,0.5,0.5,0.5,0.166111,hybrid,purple,0.5,0.5
2024-05-20,3,3,4,0.6,0.6,0.5,0.167815,hybrid,purple,0.4,0.6
2024-05-20,3,3,4,0.7,0.7,0.5,0.169519,hybrid,purple,0.3,0.7
2024-05-20,3,3,4,0.8,0.8,0.5,0.171222,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,3,4,0.9,0.9,0.5,0.172926,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,3,4,1.0,1.0,0.5,0.17463,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,3,5,0.0,0.0,0.5,0.164444,weather_dominates,blue,1.0,0.0
2024-05-20,3,3,5,0.1,0.1,0.5,0.166222,weather_dominates,blue,0.9,0.1
2024-05-20,3,3,5,0.2,0.2,0.5,0.168,weather_dominates,blue,0.8,0.2
2024-05-20,3,3,5,0.3,0.3,0.5,0.169778,hybrid,purple,0.7,0.3
2024-05-20,3,3,5,0.4,0.4,0.5,0.171556,hybrid,purple,0.6,0.4
2024-05-20,3,3,5,0.5,0.5,0.5,0.173333,hybrid,purple,0.5,0.5
2024-05-20,3,3,5,0.6,0.6,0.5,0.175111,hybrid,purple,0.4,0.6
2024-05-20,3,3,5,0.7,0.7,0.5,0.176889,hybrid,purple,0.3,0.7
2024-05-20,3,3,5,0.8,0.8,0.5,0.178667,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,3,5,0.9,0.9,0.5,0.180444,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,3,5,1.0,1.0,0.5,0.182222,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,3,6,0.0,0.0,0.5,0.171296,weather_dominates,blue,1.0,0.0
2024-05-20,3,3,6,0.1,0.1,0.5,0.173148,weather_dominates,blue,0.9,0.1
2024-05-20,3,3,6,0.2,0.2,0.5,0.175,weather_dominates,blue,0.8,0.2
2024-05-20,3,3,6,0.3,0.3,0.5,0.176852,hybrid,purple,0.7,0.3
2024-05-20,3,3,6,0.4,0.4,0.5,0.178704,hybrid,purple,0.6,0.4
2024-05-20,3,3,6,0.5,0.5,0.5,0.180556,hybrid,purple,0.5,0.5
2024-05-20,3,3,6,0.6,0.6,0.5,0.182407,hybrid,purple,0.4,0.6
2024-05-20,3,3,6,0.7,0.7,0.5,0.184259,hybrid,purple,0.3,0.7
2024-05-20,3,3,6,0.8,0.8,0.5,0.186111,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,3,6,0.9,0.9,0.5,0.187963,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,3,6,1.0,1.0,0.5,0.189815,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,3,7,0.0,0.0,0.5,0.178148,weather_dominates,blue,1.0,0.0
2024-05-20,3,3,7,0.1,0.1,0.5,0.180074,weather_dominates,blue,0.9,0.1
2024-05-20,3,3,7,0.2,0.2,0.5,0.182,weather_dominates,blue,0.8,0.2
2024-05-20,3,3,7,0.3,0.3,0.5,0.183926,hybrid,purple,0.7,0.3
2024-05-20,3,3,7,0.4,0.4,0.5,0.185852,hybrid,purple,0.6,0.4
2024-05-20,3,3,7,0.5,0.5,0.5,0.187778,hybrid,purple,0.5,0.5
2024-05-20,3,3,7,0.6,0.6,0.5,0.189704,hybrid,purple,0.4,0.6
2024-05-20,3,3,7,0.7,0.7,0.5,0.19163,hybrid,purple,0.3,0.7
2024-05-20,3,3,7,0.8,0.8,0.5,0.193556,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,3,7,0.9,0.9,0.5,0.195481,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,3,7,1.0,1.0,0.5,0.197407,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,4,1,0.0,0.0,0.5,0.14375,weather_dominates,blue,1.0,0.0
2024-05-20,3,4,1,0.1,0.1,0.5,0.144375,weather_dominates,blue,0.9,0.1
2024-05-20,3,4,1,0.2,0.2,0.5,0.145,weather_dominates,blue,0.8,0.2
2024-05-20,3,4,1,0.3,0.3,0.5,0.145625,hybrid,purple,0.7,0.3
2024-05-20,3,4,1,0.4,0.4,0.5,0.14625,hybrid,purple,0.6,0.4
2024-05-20,3,4,1,0.5,0.5,0.5,0.146875,hybrid,purple,0.5,0.5
2024-05-20,3,4,1,0.6,0.6,0.5,0.1475,hybrid,purple,0.4,0.6
2024-05-20,3,4,1,0.7,0.7,0.5,0.148125,hybrid,purple,0.3,0.7
2024-05-20,3,4,1,0.8,0.8,0.5,0.14875,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,4,1,0.9,0.9,0.5,0.149375,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,4,1,1.0,1.0,0.5,0.15,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,4,2,0.0,0.0,0.5,0.150938,weather_dominates,blue,1.0,0.0
2024-05-20,3,4,2,0.1,0.1,0.5,0.151594,weather_dominates,blue,0.9,0.1
2024-05-20,3,4,2,0.2,0.2,0.5,0.15225,weather_dominates,blue,0.8,0.2
2024-05-20,3,4,2,0.3,0.3,0.5,0.152906,hybrid,purple,0.7,0.3
2024-05-20,3,4,2,0.4,0.4,0.5,0.153563,hybrid,purple,0.6,0.4
2024-05-20,3,4,2,0.5,0.5,0.5,0.154219,hybrid,purple,0.5,0.5
2024-05-20,3,4,2,0.6,0.6,0.5,0.154875,hybrid,purple,0.4,0.6
2024-05-20,3,4,2,0.7,0.7,0.5,0.155531,hybrid,purple,0.3,0.7
2024-05-20,3,4,2,0.8,0.8,0.5,0.156188,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,4,2,0.9,0.9,0.5,0.156844,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,4,2,1.0,1.0,0.5,0.1575,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,4,3,0.0,0.0,0.5,0.158125,weather_dominates,blue,1.0,0.0
2024-05-20,3,4,3,0.1,0.1,0.5,0.158813,weather_dominates,blue,0.9,0.1
2024-05-20,3,4,3,0.2,0.2,0.5,0.1595,weather_dominates,blue,0.8,0.2
2024-05-20,3,4,3,0.3,0.3,0.5,0.160188,hybrid,purple,0.7,0.3
2024-05-20,3,4,3,0.4,0.4,0.5,0.160875,hybrid,purple,0.6,0.4
2024-05-20,3,4,3,0.5,0.5,0.5,0.161563,hybrid,purple,0.5,0.5
2024-05-20,3,4,3,0.6,0.6,0.5,0.16225,hybrid,purple,0.4,0.6
2024-05-20,3,4,3,0.7,0.7,0.5,0.162938,hybrid,purple,0.3,0.7
2024-05-20,3,4,3,0.8,0.8,0.5,0.163625,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,4,3,0.9,0.9,0.5,0.164313,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,4,3,1.0,1.0,0.5,0.165,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,4,4,0.0,0.0,0.5,0.165313,weather_dominates,blue,1.0,0.0
2024-05-20,3,4,4,0.1,0.1,0.5,0.166031,weather_dominates,blue,0.9,0.1
2024-05-20,3,4,4,0.2,0.2,0.5,0.16675,weather_dominates,blue,0.8,0.2
2024-05-20,3,4,4,0.3,0.3,0.5,0.167469,hybrid,purple,0.7,0.3
2024-05-20,3,4,4,0.4,0.4,0.5,0.168188,hybrid,purple,0.6,0.4
2024-05-20,3,4,4,0.5,0.5,0.5,0.168906,hybrid,purple,0.5,0.5
2024-05-20,3,4,4,0.6,0.6,0.5,0.169625,hybrid,purple,0.4,0.6
2024-05-20,3,4,4,0.7,0.7,0.5,0.170344,hybrid,purple,0.3,0.7
2024-05-20,3,4,4,0.8,0.8,0.5,0.171063,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,4,4,0.9,0.9,0.5,0.171781,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,4,4,1.0,1.0,0.5,0.1725,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,4,5,0.0,0.0,0.5,0.1725,weather_dominates,blue,1.0,0.0
2024-05-20,3,4,5,0.1,0.1,0.5,0.17325,weather_dominates,blue,0.9,0.1
2024-05-20,3,4,5,0.2,0.2,0.5,0.174,weather_dominates,blue,0.8,0.2
2024-05-20,3,4,5,0.3,0.3,0.5,0.17475,hybrid,purple,0.7,0.3
2024-05-20,3,4,5,0.4,0.4,0.5,0.1755,hybrid,purple,0.6,0.4
2024-05-20,3,4,5,0.5,0.5,0.5,0.17625,hybrid,purple,0.5,0.5
2024-05-20,3,4,5,0.6,0.6,0.5,0.177,hybrid,purple,0.4,0.6
2024-05-20,3,4,5,0.7,0.7,0.5,0.17775,hybrid,purple,0.3,0.7
2024-05-20,3,4,5,0.8,0.8,0.5,0.1785,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,4,5,0.9,0.9,0.5,0.17925,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,4,5,1.0,1.0,0.5,0.18,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,4,6,0.0,0.0,0.5,0.179688,weather_dominates,blue,1.0,0.0
2024-05-20,3,4,6,0.1,0.1,0.5,0.180469,weather_dominates,blue,0.9,0.1
2024-05-20,3,4,6,0.2,0.2,0.5,0.18125,weather_dominates,blue,0.8,0.2
2024-05-20,3,4,6,0.3,0.3,0.5,0.182031,hybrid,purple,0.7,0.3
2024-05-20,3,4,6,0.4,0.4,0.5,0.182813,hybrid,purple,0.6,0.4
2024-05-20,3,4,6,0.5,0.5,0.5,0.183594,hybrid,purple,0.5,0.5
2024-05-20,3,4,6,0.6,0.6,0.5,0.184375,hybrid,purple,0.4,0.6
2024-05-20,3,4,6,0.7,0.7,0.5,0.185156,hybrid,purple,0.3,0.7
2024-05-20,3,4,6,0.8,0.8,0.5,0.185938,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,4,6,0.9,0.9,0.5,0.186719,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,4,6,1.0,1.0,0.5,0.1875,atmospheric_dominates,orange,0.0,1.0
2024-05-20,3,4,7,0.0,0.0,0.5,0.186875,weather_dominates,blue,1.0,0.0
2024-05-20,3,4,7,0.1,0.1,0.5,0.187688,weather_dominates,blue,0.9,0.1
2024-05-20,3,4,7,0.2,0.2,0.5,0.1885,weather_dominates,blue,0.8,0.2
2024-05-20,3,4,7,0.3,0.3,0.5,0.189312,hybrid,purple,0.7,0.3
2024-05-20,3,4,7,0.4,0.4,0.5,0.190125,hybrid,purple,0.6,0.4
2024-05-20,3,4,7,0.5,0.5,0.5,0.190938,hybrid,purple,0.5,0.5
2024-05-20,3,4,7,0.6,0.6,0.5,0.19175,hybrid,purple,0.4,0.6
2024-05-20,3,4,7,0.7,0.7,0.5,0.192562,hybrid,purple,0.3,0.7
2024-05-20,3,4,7,0.8,0.8,0.5,0.193375,atmospheric_dominates,orange,0.2,0.8
2024-05-20,3,4,7,0.9,0.9,0.5,0.194187,atmospheric_dominates,orange,0.1,0.9
2024-05-20,3,4,7,1.0,1.0,0.5,0.195,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,2,1,0.0,0.0,0.5,0.09375,weather_dominates,blue,1.0,0.0
2024-05-20,4,2,1,0.1,0.1,0.5,0.095313,weather_dominates,blue,0.9,0.1
2024-05-20,4,2,1,0.2,0.2,0.5,0.096875,weather_dominates,blue,0.8,0.2
2024-05-20,4,2,1,0.3,0.3,0.5,0.098437,hybrid,purple,0.7,0.3
2024-05-20,4,2,1,0.4,0.4,0.5,0.1,hybrid,purple,0.6,0.4
2024-05-20,4,2,1,0.5,0.5,0.5,0.101562,hybrid,purple,0.5,0.5
2024-05-20,4,2,1,0.6,0.6,0.5,0.103125,hybrid,purple,0.4,0.6
2024-05-20,4,2,1,0.7,0.7,0.5,0.104688,hybrid,purple,0.3,0.7
2024-05-20,4,2,1,0.8,0.8,0.5,0.10625,atmospheric_dominates,orange,0.2,0.8
2024-05-20,4,2,1,0.9,0.9,0.5,0.107813,atmospheric_dominates,orange,0.1,0.9
2024-05-20,4,2,1,1.0,1.0,0.5,0.109375,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,2,2,0.0,0.0,0.5,0.098438,weather_dominates,blue,1.0,0.0
2024-05-20,4,2,2,0.1,0.1,0.5,0.100078,weather_dominates,blue,0.9,0.1
2024-05-20,4,2,2,0.2,0.2,0.5,0.101719,weather_dominates,blue,0.8,0.2
2024-05-20,4,2,2,0.3,0.3,0.5,0.103359,hybrid,purple,0.7,0.3
2024-05-20,4,2,2,0.4,0.4,0.5,0.105,hybrid,purple,0.6,0.4
2024-05-20,4,2,2,0.5,0.5,0.5,0.106641,hybrid,purple,0.5,0.5
2024-05-20,4,2,2,0.6,0.6,0.5,0.108281,hybrid,purple,0.4,0.6
2024-05-20,4,2,2,0.7,0.7,0.5,0.109922,hybrid,purple,0.3,0.7
2024-05-20,4,2,2,0.8,0.8,0.5,0.111562,atmospheric_dominates,orange,0.2,0.8
2024-05-20,4,2,2,0.9,0.9,0.5,0.113203,atmospheric_dominates,orange,0.1,0.9
2024-05-20,4,2,2,1.0,1.0,0.5,0.114844,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,2,3,0.0,0.0,0.5,0.103125,weather_dominates,blue,1.0,0.0
2024-05-20,4,2,3,0.1,0.1,0.5,0.104844,weather_dominates,blue,0.9,0.1
2024-05-20,4,2,3,0.2,0.2,0.5,0.106563,weather_dominates,blue,0.8,0.2
2024-05-20,4,2,3,0.3,0.3,0.5,0.108281,hybrid,purple,0.7,0.3
2024-05-20,4,2,3,0.4,0.4,0.5,0.11,hybrid,purple,0.6,0.4
2024-05-20,4,2,3,0.5,0.5,0.5,0.111719,hybrid,purple,0.5,0.5
2024-05-20,4,2,3,0.6,0.6,0.5,0.113438,hybrid,purple,0.4,0.6
2024-05-20,4,2,3,0.7,0.7,0.5,0.115156,hybrid,purple,0.3,0.7
2024-05-20,4,2,3,0.8,0.8,0.5,0.116875,atmospheric_dominates,orange,0.2,0.8
2024-05-20,4,2,3,0.9,0.9,0.5,0.118594,atmospheric_dominates,orange,0.1,0.9
2024-05-20,4,2,3,1.0,1.0,0.5,0.120313,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,2,4,0.0,0.0,0.5,0.107812,weather_dominates,blue,1.0,0.0
2024-05-20,4,2,4,0.1,0.1,0.5,0.109609,weather_dominates,blue,0.9,0.1
2024-05-20,4,2,4,0.2,0.2,0.5,0.111406,weather_dominates,blue,0.8,0.2
2024-05-20,4,2,4,0.3,0.3,0.5,0.113203,hybrid,purple,0.7,0.3
2024-05-20,4,2,4,0.4,0.4,0.5,0.115,hybrid,purple,0.6,0.4
2024-05-20,4,2,4,0.5,0.5,0.5,0.116797,hybrid,purple,0.5,0.5
2024-05-20,4,2,4,0.6,0.6,0.5,0.118594,hybrid,purple,0.4,0.6
2024-05-20,4,2,4,0.7,0.7,0.5,0.120391,hybrid,purple,0.3,0.7
2024-05-20,4,2,4,0.8,0.8,0.5,0.122187,atmospheric_dominates,orange,0.2,0.8
2024-05-20,4,2,4,0.9,0.9,0.5,0.123984,atmospheric_dominates,orange,0.1,0.9
2024-05-20,4,2,4,1.0,1.0,0.5,0.125781,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,2,5,0.0,0.0,0.5,0.1125,weather_dominates,blue,1.0,0.0
2024-05-20,4,2,5,0.1,0.1,0.5,0.114375,weather_dominates,blue,0.9,0.1
2024-05-20,4,2,5,0.2,0.2,0.5,0.11625,weather_dominates,blue,0.8,0.2
2024-05-20,4,2,5,0.3,0.3,0.5,0.118125,hybrid,purple,0.7,0.3
2024-05-20,4,2,5,0.4,0.4,0.5,0.12,hybrid,purple,0.6,0.4
2024-05-20,4,2,5,0.5,0.5,0.5,0.121875,hybrid,purple,0.5,0.5
2024-05-20,4,2,5,0.6,0.6,0.5,0.12375,hybrid,purple,0.4,0.6
2024-05-20,4,2,5,0.7,0.7,0.5,0.125625,hybrid,purple,0.3,0.7
2024-05-20,4,2,5,0.8,0.8,0.5,0.1275,atmospheric_dominates,orange,0.2,0.8
2024-05-20,4,2,5,0.9,0.9,0.5,0.129375,atmospheric_dominates,orange,0.1,0.9
2024-05-20,4,2,5,1.0,1.0,0.5,0.13125,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,2,6,0.0,0.0,0.5,0.117188,weather_dominates,blue,1.0,0.0
2024-05-20,4,2,6,0.1,0.1,0.5,0.119141,weather_dominates,blue,0.9,0.1
2024-05-20,4,2,6,0.2,0.2,0.5,0.121094,weather_dominates,blue,0.8,0.2
2024-05-20,4,2,6,0.3,0.3,0.5,0.123047,hybrid,purple,0.7,0.3
2024-05-20,4,2,6,0.4,0.4,0.5,0.125,hybrid,purple,0.6,0.4
2024-05-20,4,2,6,0.5,0.5,0.5,0.126953,hybrid,purple,0.5,0.5
2024-05-20,4,2,6,0.6,0.6,0.5,0.128906,hybrid,purple,0.4,0.6
2024-05-20,4,2,6,0.7,0.7,0.5,0.130859,hybrid,purple,0.3,0.7
2024-05-20,4,2,6,0.8,0.8,0.5,0.132812,atmospheric_dominates,orange,0.2,0.8
2024-05-20,4,2,6,0.9,0.9,0.5,0.134766,atmospheric_dominates,orange,0.1,0.9
2024-05-20,4,2,6,1.0,1.0,0.5,0.136719,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,2,7,0.0,0.0,0.5,0.121875,weather_dominates,blue,1.0,0.0
2024-05-20,4,2,7,0.1,0.1,0.5,0.123906,weather_dominates,blue,0.9,0.1
2024-05-20,4,2,7,0.2,0.2,0.5,0.125938,weather_dominates,blue,0.8,0.2
2024-05-20,4,2,7,0.3,0.3,0.5,0.127969,hybrid,purple,0.7,0.3
2024-05-20,4,2,7,0.4,0.4,0.5,0.13,hybrid,purple,0.6,0.4
2024-05-20,4,2,7,0.5,0.5,0.5,0.132031,hybrid,purple,0.5,0.5
2024-05-20,4,2,7,0.6,0.6,0.5,0.134063,hybrid,purple,0.4,0.6
2024-05-20,4,2,7,0.7,0.7,0.5,0.136094,hybrid,purple,0.3,0.7
2024-05-20,4,2,7,0.8,0.8,0.5,0.138125,atmospheric_dominates,orange,0.2,0.8
2024-05-20,4,2,7,0.9,0.9,0.5,0.140156,atmospheric_dominates,orange,0.1,0.9
2024-05-20,4,2,7,1.0,1.0,0.5,0.142187,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,3,1,0.0,0.0,0.5,0.111111,weather_dominates,blue,1.0,0.0
2024-05-20,4,3,1,0.1,0.1,0.5,0.111111,weather_dominates,blue,0.9,0.1
2024-05-20,4,3,1,0.2,0.2,0.5,0.111111,weather_dominates,blue,0.8,0.2
2024-05-20,4,3,1,0.3,0.3,0.5,0.111111,hybrid,purple,0.7,0.3
2024-05-20,4,3,1,0.4,0.4,0.5,0.111111,hybrid,purple,0.6,0.4
2024-05-20,4,3,1,0.5,0.5,0.5,0.111111,hybrid,purple,0.5,0.5
2024-05-20,4,3,1,0.6,0.6,0.5,0.111111,hybrid,purple,0.4,0.6
2024-05-20,4,3,1,0.7,0.7,0.5,0.111111,hybrid,purple,0.3,0.7
2024-05-20,4,3,1,0.8,0.8,0.5,0.111111,atmospheric_dominates,orange,0.2,0.8
2024-05-20,4,3,1,0.9,0.9,0.5,0.111111,atmospheric_dominates,orange,0.1,0.9
2024-05-20,4,3,1,1.0,1.0,0.5,0.111111,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,3,2,0.0,0.0,0.5,0.116667,weather_dominates,blue,1.0,0.0
2024-05-20,4,3,2,0.1,0.1,0.5,0.116667,weather_dominates,blue,0.9,0.1
2024-05-20,4,3,2,0.2,0.2,0.5,0.116667,weather_dominates,blue,0.8,0.2
2024-05-20,4,3,2,0.3,0.3,0.5,0.116667,hybrid,purple,0.7,0.3
2024-05-20,4,3,2,0.4,0.4,0.5,0.116667,hybrid,purple,0.6,0.4
2024-05-20,4,3,2,0.5,0.5,0.5,0.116667,hybrid,purple,0.5,0.5
2024-05-20,4,3,2,0.6,0.6,0.5,0.116667,hybrid,purple,0.4,0.6
2024-05-20,4,3,2,0.7,0.7,0.5,0.116667,hybrid,purple,0.3,0.7
2024-05-20,4,3,2,0.8,0.8,0.5,0.116667,atmospheric_dominates,orange,0.2,0.8
2024-05-20,4,3,2,0.9,0.9,0.5,0.116667,atmospheric_dominates,orange,0.1,0.9
2024-05-20,4,3,2,1.0,1.0,0.5,0.116667,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,3,3,0.0,0.0,0.5,0.122222,weather_dominates,blue,1.0,0.0
2024-05-20,4,3,3,0.1,0.1,0.5,0.122222,weather_dominates,blue,0.9,0.1
2024-05-20,4,3,3,0.2,0.2,0.5,0.122222,weather_dominates,blue,0.8,0.2
2024-05-20,4,3,3,0.3,0.3,0.5,0.122222,hybrid,purple,0.7,0.3
2024-05-20,4,3,3,0.4,0.4,0.5,0.122222,hybrid,purple,0.6,0.4
2024-05-20,4,3,3,0.5,0.5,0.5,0.122222,hybrid,purple,0.5,0.5
2024-05-20,4,3,3,0.6,0.6,0.5,0.122222,hybrid,purple,0.4,0.6
2024-05-20,4,3,3,0.7,0.7,0.5,0.122222,hybrid,purple,0.3,0.7
2024-05-20,4,3,3,0.8,0.8,0.5,0.122222,atmospheric_dominates,orange,0.2,0.8
2024-05-20,4,3,3,0.9,0.9,0.5,0.122222,atmospheric_dominates,orange,0.1,0.9
2024-05-20,4,3,3,1.0,1.0,0.5,0.122222,atmospheric_dominates,orange,0.0,1.0
2024-05-20,4,3,4,0.0,0.0,0.5,0.127778,weather_dominates,blue,1.0,0.0
2024-05-20,4,3,4,0.1,0.1,0.5,0.127778,weather_dominates,blue,0.9,0.1
2024-05-20,4,3,4,0.2,0.2,0.5,0.127778,weather_dominates,blue,0.8,0.2
2024-05-20,4,3,4,0.3,0.3,0.5,0.127778,hybrid,purple,0.7,0.3
2024-05-20,4,3,4,0.4,0.4,0.5,0.127778,hybrid,purple,0.6,0.4
2024-05-20,4,3,4,0.5,0.5,0.5,0.127778,hybrid,purple,0.5,0.5
